ENTITETI;LIGA;UTAKMICA;EKIPA;PN1;PN2;VN1;VN2;IN1;IN2;BD;TN;VZA;IU
201;EURO;BAR-PAN;Barcelona;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LI;2;15;LEPK;PORAZ
202;EURO;BAR-PAN;Panathinaicos;OL;OL-UL;PN;PN-CC;NEG;NEG-IPL-LS;2;9;OA;POBJEDA
203;EURO;BAR-PAN;Barcelona;UL;UL-BL-PO;PN;PN-CC;NEG;NEG-IPL-LS;6;14;OA;PORAZ
204;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;3;20;BOT;POBJEDA
205;EURO;BAR-PAN;Barcelona;OL;OL-UL;PN;PN-CC;NEG;NEG-NS3-IPL;6;24;BOT;PORAZ
206;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-1/2-ZN-ZPL;1;7;OA;POBJEDA
207;EURO;BAR-PAN;Panathinaicos;OL;OL-SN-SI;ON;ON;NEG;NEG-NS2-IPL;0;2;SSN;POBJEDA
208;EURO;BAR-PAN;Barcelona;OL;OL-SO-SI;PN;PN-ZO;NEU;NEU-NS3-ZPL;5;15;BOT;PORAZ
209;EURO;BAR-PAN;Panathinaicos;OL;OL-SO-SL;PN;PN-CC;NEG;NEG-NS3-IPL;6;23;UR;POBJEDA
210;EURO;BAR-PAN;Barcelona;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-US2;2;19;LIPK;PORAZ
211;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LS;2;12;OA;POBJEDA
212;EURO;BAR-PAN;Barcelona;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-NS2-ZPL;5;15;LIPK;PORAZ
213;EURO;BAR-PAN;Barcelona;OL;OL-SN-SI;ON;ON;NEG;NEG-NS3-IPL;1;2;BOT;PORAZ
214;EURO;BAR-PAN;Panathinaicos;OL;OL-SO-SI;TN;TN-P;POZ;POZ-US2;2;3;TRA;POBJEDA
215;EURO;BAR-PAN;Barcelona;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;2;24;OT;PORAZ
216;EURO;BAR-PAN;Barcelona;UL;UL-BL-SI;PN;PN-CC;NEG;NEG-NS3-IPL;5;14;BOT;PORAZ
217;EURO;BAR-PAN;Panathinaicos;OL;OL-SO-SI;ON;ON;NEG;NEG-OPN;1;4;OA;POBJEDA
218;EURO;BAR-PAN;Barcelona;UL;UL-BL-PN;PN;PN-CC;POZ;POZ-US3;2;10;P&R;PORAZ
219;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;5;17;P&R;POBJEDA
220;EURO;BAR-PAN;Barcelona;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;4;13;OT;PORAZ
221;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-IOP-NN;3;18;LEPK;POBJEDA
222;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PN;PN;PN-CC;NEU;NEU-NS2-ZPL;2;4;OT;POBJEDA
223;EURO;BAR-PAN;Panathinaicos;OL;OL-SN-SI;PN;PN-CC;NEG;NEG-NS3-IPL;5;20;OT;POBJEDA
224;EURO;BAR-PAN;Barcelona;OL;OL-SO-SI;TN;TN-S;POZ;POZ-US2;3;6;TRA;PORAZ
225;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PO;TN;TN-P;NEG;NEG-NS2-IPL;2;8;TRA;POBJEDA
226;EURO;BAR-PAN;Barcelona;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-US2;6;23;OT;PORAZ
227;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-NS2-ZPL;1;13;P&R;POBJEDA
228;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PN;PN;PN-CC;NEU;NEU-IOP-NN;5;19;P&R;POBJEDA
229;EURO;BAR-PAN;Panathinaicos;UL;UL-BL-PN;PN;PN-CC;NEG;NEG-NS2-IPL;1;7;P&R;POBJEDA
230;EURO;BAR-PAN;Barcelona;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-US2;5;12;OT;PORAZ
231;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-IOP-NN;1;12;OA;POBJEDA
232;EURO;BAR-PAN;Panathinaicos;UL;UL-BL-PN;PN;PN-CC;POZ;POZ-US3;2;7;BOT;POBJEDA
233;EURO;BAR-PAN;Barcelona;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LS;3;13;OA;PORAZ
234;EURO;BAR-PAN;Panathinaicos;UL;UL-BL-PO;PN;PN-CC;NEU;NEU-IOP-NN;5;11;LEPK;POBJEDA
235;EURO;BAR-PAN;Panathinaicos;UL;UL-BL-PN;PN;PN-CC;POZ;POZ-IOP-2/2;4;11;LIPK;POBJEDA
236;EURO;BAR-PAN;Barcelona;UL;UL-CL-PO;PN;PN-ZO;NEG;NEG-IPL-LS;4;15;OA;PORAZ
237;EURO;BAR-PAN;Panathinaicos;UL;UL-BL-PN;PN;PN-CC;NEG;NEG-NS2-IPL;2;12;LEPK;POBJEDA
238;EURO;BAR-PAN;Barcelona;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-NS3-IPL;4;20;BOT;PORAZ
239;EURO;BAR-PAN;Panathinaicos;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-US2;3;21;LEPK;POBJEDA
240;EURO;BAR-PAN;Barcelona;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;5;17;BOT;PORAZ
241;EURO;BAR-PAN;Panathinaicos;OL;OL-SO-SI;PN;PN-CC;NEU;NEU-NS2-ZPL;6;20;BOT;POBJEDA
242;EURO;BAR-PAN;Panathinaicos;OL;OL;ON;ON;POZ;POZ-US2;0;1;SSN;POBJEDA
243;EURO;BAR-PAN;Barcelona;UL;UL-CL-PO;ON;ON;NEU;NEU-IOP-NN;2;7;OA;PORAZ
244;EURO;BAR-PAN;Barcelona;UL;UL-BL-PN;ON;ON;NEU;NEU-NS2-ZPL;1;2;OT;PORAZ
245;EURO;BAR-PAN;Barcelona;OL;OL-SN-SI;ON;ON;POZ;POZ-US3;1;3;BOT;PORAZ
246;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PO;ON;ON;NEG;NEG-OPN;1;8;OA;POBJEDA
247;EURO;BAR-PAN;Barcelona;UL;UL-BL-PO;PN;PN-ZO;NEG;NEG-NS3-IPL;3;20;OT;PORAZ
248;EURO;BAR-PAN;Panathinaicos;OL;OL-SO-SI;TN;TN-R;POZ;POZ-US2;2;11;OT;POBJEDA
249;EURO;BAR-PAN;Barcelona;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LS;3;15;OA;PORAZ
250;EURO;BAR-PAN;Panathinaicos;UL;UL-BL-PO;PN;PN-CC;NEG;NEG-NS3-IPL;3;12;P&R;POBJEDA
251;EURO;BAR-PAN;Barcelona;OL;OL-SO-SI;PN;PN-CC;NEU;NEU-IOP-NN;2;16;OA;PORAZ
252;EURO;BAR-PAN;Barcelona;UL;UL-CL-PN;ON;ON;POZ;POZ-US2-US-SL;1;1;OT;PORAZ
253;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;4;18;P&R;POBJEDA
254;EURO;BAR-PAN;Barcelona;UL;UL-CL-PO;TN;TN-R;POZ;POZ-US2;2;8;LIPK;PORAZ
255;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US3;3;8;OT;POBJEDA
256;EURO;BAR-PAN;Barcelona;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-2/2;2;12;UR;PORAZ
257;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LS;5;17;OA;POBJEDA
258;EURO;BAR-PAN;Barcelona;UL;UL-CL-PO;TN;TN-R;NEG;NEG-NS2-ZNC;2;7;UR;PORAZ
259;EURO;BAR-PAN;Panathinaicos;UL;UL-BL-SI;PN;PN-CC;NEG;NEG-NS2-IPL;3;10;LEPK;POBJEDA
260;EURO;BAR-PAN;Barcelona;OL;OL-SO-SI;PN;PN-ZO;POZ;POZ-US3;5;17;LIPK;PORAZ
261;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-2/2;3;14;OT;POBJEDA
262;EURO;BAR-PAN;Barcelona;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;2;14;LEPK;PORAZ
263;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US3;2;10;BOT;POBJEDA
264;EURO;BAR-PAN;Barcelona;UL;UL-CL-PO;PN;PN-ZO;NEU;NEU-NS2-ZPL;4;17;OT;PORAZ
265;EURO;BAR-PAN;Barcelona;UL;UL-CL-PN;PN;PN-CC;POZ;POZ-US3;3;16;BOT;PORAZ
266;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2-US-SL;4;21;BOT;POBJEDA
267;EURO;BAR-PAN;Barcelona;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-NS3-ZPL;6;18;BOT;PORAZ
268;EURO;BAR-PAN;Barcelona;OL;OL-SN-SI;PN;PN-CC;NEU;NEU-NS3-ZPL;3;7;LIPK;PORAZ
269;EURO;BAR-PAN;Barcelona;OL;OL-SN-SI;PN;PN-CC;NEU;NEU-IOP-NN;4;16;OA;PORAZ
270;EURO;BAR-PAN;Barcelona;UL;UL-BL-PN;PN;PN-CC;NEG;NEG-NS3-IPL;2;7;OT;PORAZ
271;EURO;BAR-PAN;Panathinaicos;OL;OL-SO-SI;TN;TN-S;POZ;POZ-US3;0;7;TRA;POBJEDA
272;EURO;BAR-PAN;Barcelona;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;3;15;LIPK;PORAZ
273;EURO;BAR-PAN;Panathinaicos;OL;OL-SO-SI;ON;ON;NEG;NEG-OPN;1;5;OA;POBJEDA
274;EURO;BAR-PAN;Barcelona;UL;UL-BL-PO;PN;PN-CC;NEG;NEG-NS3-IPL;5;20;BOT;PORAZ
275;EURO;BAR-PAN;Panathinaicos;OL;OL-SO-SI;ON;ON;NEU;NEU-IOP-NN;0;1;OA;POBJEDA
276;EURO;BAR-PAN;Panathinaicos;UL;UL-BL-PO;PN;PN-CC;NEG;NEG-IPL-LI;3;15;OA;POBJEDA
277;EURO;BAR-PAN;Barcelona;OL;OL-UL;TN;TN-S;NEU;NEU-NS3-ZPL;0;5;TRA;PORAZ
278;EURO;BAR-PAN;Barcelona;OL;OL;ON;ON;NEG;NEG-NS2-IPL;2;5;OA;PORAZ
279;EURO;BAR-PAN;Panathinaicos;OL;OL-UL;PN;PN-CC;POZ;POZ-IOP-1/2-ZN-IPL;2;15;P&R;POBJEDA
280;EURO;BAR-PAN;Barcelona;OL;OL-SO-SL;PN;PN-ZO;NEU;NEU-IOP-NN;5;16;OA;PORAZ
281;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PN;PN;PN-ZO;NEG;NEG-NS3-IPL;4;13;OA;POBJEDA
282;EURO;BAR-PAN;Panathinaicos;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-US3;5;18;P&R;POBJEDA
283;EURO;BAR-PAN;Barcelona;UL;UL-CL-PN;PN;PN-ZO;POZ;POZ-IOP-2/2;3;15;LIPK;PORAZ
284;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;4;10;P&R;POBJEDA
285;EURO;BAR-PAN;Barcelona;OL;OL-SO-SI;TN;TN-R;POZ;POZ-US2;2;7;P&R;PORAZ
286;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US3;4;21;BOT;POBJEDA
287;EURO;BAR-PAN;Barcelona;UL;UL-CL-PO;PN;PN-ZO;POZ;POZ-US2;6;13;P&R;PORAZ
288;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LS;3;15;OA;POBJEDA
289;EURO;BAR-PAN;Barcelona;UL;UL-BL-PN;PN;PN-CC;POZ;POZ-US3;3;11;LIPK;PORAZ
290;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;3;13;P&R;POBJEDA
291;EURO;BAR-PAN;Barcelona;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LI;4;13;OA;PORAZ
292;EURO;BAR-PAN;Panathinaicos;OL;OL-UL;TN;TN-S;POZ;POZ-US3;4;9;TRA;POBJEDA
293;EURO;BAR-PAN;Barcelona;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;2;13;OT;PORAZ
294;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-1/2-ZU;3;18;OA;POBJEDA
295;EURO;BAR-PAN;Barcelona;UL;UL-CL-PO;PN;PN-ZO;NEU;NEU-NS2-ZPL;3;16;LIPK;PORAZ
296;EURO;BAR-PAN;Barcelona;OL;OL-SN-SI;PN;PN-ZO;NEG;NEG-NS2-IPL;5;17;LIPK;PORAZ
297;EURO;BAR-PAN;Panathinaicos;OL;OL-SO-SI;ON;ON;NEG;NEG-TEH;1;1;OA;POBJEDA
298;EURO;BAR-PAN;Panathinaicos;OL;OL-ISB;ON;ON;POZ;POZ-IOP-2/2;0;0;OA;POBJEDA
299;EURO;BAR-PAN;Panathinaicos;UL;UL-BL-SI;PN;PN-CC;POZ;POZ-US3;3;11;BOT;POBJEDA
300;EURO;BAR-PAN;Barcelona;UL;UL-BL-PO;PN;PN-CC;NEG;NEG-ML-IPL;5;15;OA;PORAZ
301;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-IOP-NN;4;12;OA;POBJEDA
302;EURO;BAR-PAN;Panathinaicos;UL;UL-BL-PN;PN;PN-CC;POZ;POZ-US2;2;6;LIPK;POBJEDA
303;EURO;BAR-PAN;Barcelona;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LI;3;18;LIPK;PORAZ
304;EURO;BAR-PAN;Panathinaicos;OL;OL-UL;TN;TN-P;NEU;NEU-IOP-NN;0;2;TRA;POBJEDA
305;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PN;PN;PN-CC;NEG;NEG-NS3-IPL;4;19;BOT;POBJEDA
306;EURO;BAR-PAN;Barcelona;OL;OL-SO-SI;PN;PN-CC;NEU;NEU-IOP-NN;4;16;OA;PORAZ
307;EURO;BAR-PAN;Barcelona;UL;UL-BL-PN;PN;PN-ZO;NEU;NEU-IOP-NN;5;13;OA;PORAZ
308;EURO;BAR-PAN;Barcelona;UL;UL-BL-PN;ON;ON;NEG;NEG-IPL-LI;6;10;OA;PORAZ
309;EURO;BAR-PAN;Panathinaicos;OL;OL-UL;TN;TN-R;POZ;POZ-US3;2;11;BOT;POBJEDA
310;EURO;BAR-PAN;Barcelona;UL;UL-CL-PO;PN;PN-ZO;POZ;POZ-US2;4;16;LEPK;PORAZ
311;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PO;TN;TN-R;POZ;POZ-US3;3;9;BIBL;POBJEDA
312;EURO;BAR-PAN;Barcelona;UL;UL-CL-PO;PN;PN-ZO;POZ;POZ-US2-US-SL;5;17;LIPK;PORAZ
313;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS3-IPL;4;21;P&R;POBJEDA
314;EURO;BAR-PAN;Barcelona;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-NS3-IPL;2;9;BOT;PORAZ
315;EURO;BAR-PAN;Panathinaicos;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-NS2-IPL;2;18;LIPK;POBJEDA
316;EURO;BAR-PAN;Barcelona;UL;UL-CL-PO;PN;PN-ZO;NEG;NEG-NS3-IPL;4;12;BOT;PORAZ
317;EURO;BAR-PAN;Panathinaicos;OL;OL-SO-SI;TN;TN-R;POZ;POZ-US2;0;10;LIPK;POBJEDA
318;EURO;BAR-PAN;Barcelona;UL;UL-CL-PO;PN;PN-ZO;NEG;NEG-NS3-IPL;5;22;LIPK;PORAZ
319;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;4;12;OT;POBJEDA
320;EURO;BAR-PAN;Barcelona;UL;UL-CL-PO;PN;PN-ZO;NEG;NEG-NS3-IPL;6;18;BOT;PORAZ
321;EURO;BAR-PAN;Panathinaicos;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-US2;2;17;P&R;POBJEDA
322;EURO;BAR-PAN;Barcelona;UL;UL-CL-PO;PN;PN-ZO;NEU;NEU-IOP-NN;2;12;LIPK;PORAZ
323;EURO;BAR-PAN;Barcelona;UL;UL-BL-PN;PN;PN-ZO;POZ;POZ-IOP-2/2;2;18;P&R;PORAZ
324;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;6;21;LEPK;POBJEDA
325;EURO;BAR-PAN;Barcelona;UL;UL-CL-PO;PN;PN-ZO;NEG;NEG-IPL-LI;4;20;OA;PORAZ
326;EURO;BAR-PAN;Panathinaicos;OL;OL-UL;PN;PN-CC;NEG;NEG-IPL-LS;2;17;P&R;POBJEDA
327;EURO;BAR-PAN;Barcelona;UL;UL-CL-PO;PN;PN-ZO;POZ;POZ-US3;3;16;BOT;PORAZ
328;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS3-IPL;4;21;P&R;POBJEDA
329;EURO;BAR-PAN;Barcelona;UL;UL-BL-PO;PN;PN-ZO;NEU;NEU-NS2-ZPL;3;14;LIPK;PORAZ
330;EURO;BAR-PAN;Barcelona;OL;OL-SN-SI;ON;ON;POZ;POZ-IOP-1/2-ZU;0;1;SSN;PORAZ
331;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LI;6;18;OA;POBJEDA
332;EURO;BAR-PAN;Barcelona;OL;OL-UL;TN;TN-S;NEG;NEG-NS3-IPL;1;5;TRA;PORAZ
333;EURO;BAR-PAN;Panathinaicos;OL;OL-SO-SI;PN;PN-CC;NEU;NEU-IOP-NN;1;21;OA;POBJEDA
334;EURO;BAR-PAN;Panathinaicos;UL;UL-BL-PN;PN;PN-CC;NEU;NEU-NS2-ZPL;2;9;LIPK;POBJEDA
335;EURO;BAR-PAN;Panathinaicos;OL;OL-SN-SI;PN;PN-CC;NEG;NEG-IPL-LS;3;20;LEPK;POBJEDA
336;EURO;BAR-PAN;Barcelona;UL;UL-BL-PN;PN;PN-CC;POZ;POZ-US2-US-SL;1;5;P&R;PORAZ
337;EURO;BAR-PAN;Panathinaicos;UL;UL-CL-PO;ON;ON;NEU;NEU-IOP-NN;3;5;OA;POBJEDA
338;EURO;BAR-PAN;Panathinaicos;UL;UL-BL-PN;ON;ON;POZ;POZ-IOP-1/2-ZN-IPL;1;1;OA;POBJEDA
339;EURO;BAR-PAN;Barcelona;OL;OL-SO-SL;TN;TN-R;NEG;NEG-NS3-IPL;1;8;LIPK;PORAZ
340;EURO;BAR-PAN;Panathinaicos;OL;OL-SO-SI;TN;TN-P;POZ;POZ-US2;2;7;TRA;POBJEDA
341;EURO;BAR-PAN;Barcelona;UL;UL-CL-PO;ON;ON;NEG;NEG-NS3-ZNC;1;2;OA;PORAZ
342;EURO;BAR-PAN;Barcelona;OL;OL-ISB;ON;ON;NEG;NEG-IOP-0/2-IPL;0;0;OA;PORAZ
343;EURO;FEN-VAL;Fenerbahce;OL;OL-PL;PN;PN-CC;POZ;POZ-US3;5;17;UR;POBJEDA
344;EURO;FEN-VAL;Valencia;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;5;21;LIPK;PORAZ
345;EURO;FEN-VAL;Fenerbahce;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-US3;3;12;BOT;POBJEDA
346;EURO;FEN-VAL;Valencia;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-IOP-NN;4;13;BOT;PORAZ
347;EURO;FEN-VAL;Valencia;UL;UL-BL-PN;PN;PN-CC;POZ;POZ-US3;3;8;BOT;PORAZ
348;EURO;FEN-VAL;Fenerbahce;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;7;23;BOT;POBJEDA
349;EURO;FEN-VAL;Valencia;OL;OL-UL;TN;TN-R;NEG;NEG-NS2-IPL;1;9;LIPK;PORAZ
350;EURO;FEN-VAL;Fenerbahce;OL;OL-SO-SI;TN;TN-S;NEG;NEG-IPL-LS;2;6;TRA;POBJEDA
351;EURO;FEN-VAL;Valencia;UL;UL-BL-PO;ON;ON;NEU;NEU-IOP-NN;7;20;BOT;PORAZ
352;EURO;FEN-VAL;Valencia;UL;UL-CL-PN;PN;PN-CC;POZ;POZ-US2;4;10;P&R;PORAZ
353;EURO;FEN-VAL;Fenerbahce;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;7;18;OT;POBJEDA
354;EURO;FEN-VAL;Valencia;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;2;15;LEPK;PORAZ
355;EURO;FEN-VAL;Fenerbahce;OL;OL-SO-SI;TN;TN-S;POZ;POZ-IOP-2/2;1;5;TRA;POBJEDA
356;EURO;FEN-VAL;Valencia;UL;UL-CL-PO;TN;TN-R;NEU;NEU-NS3-ZPL;2;9;OT;PORAZ
357;EURO;FEN-VAL;Valencia;OL;OL-SN-SI;ON;ON;NEU;NEU-NS3-ZPL;1;2;OT;PORAZ
358;EURO;FEN-VAL;Valencia;UL;UL-BL-PN;ON;ON;NEU;NEU-OS-NN;1;1;OA;PORAZ
359;EURO;FEN-VAL;Valencia;UL;UL-BL-PN;PN;PN-CC;POZ;POZ-US2;2;6;P&R;PORAZ
360;EURO;FEN-VAL;Fenerbahce;UL;UL-CL-PO;TN;TN-R;POZ;POZ-US2;1;7;LIPK;POBJEDA
361;EURO;FEN-VAL;Valencia;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LS;5;15;OA;PORAZ
362;EURO;FEN-VAL;Fenerbahce;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS3-IPL;3;12;BOT;POBJEDA
363;EURO;FEN-VAL;Valencia;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-NS2-ZPL;6;21;LEPK;PORAZ
364;EURO;FEN-VAL;Valencia;OL;OL-SN-SI;ON;ON;POZ;POZ-US2;0;1;SSN;PORAZ
365;EURO;FEN-VAL;Fenerbahce;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-NS3-ZPL;5;17;UR;POBJEDA
366;EURO;FEN-VAL;Fenerbahce;OL;OL-SN-SI;PN;PN-CC;NEG;NEG-NS2-IPL;3;16;P&R;POBJEDA
367;EURO;FEN-VAL;Valencia;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-NS2-IPL;5;20;LIPK;PORAZ
368;EURO;FEN-VAL;Fenerbahce;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-NS2-IPL;6;20;BOT;POBJEDA
369;EURO;FEN-VAL;Valencia;OL;OL-SO-SI;TN;TN-S;NEU;NEU-NS3-ZPL;1;7;TRA;PORAZ
370;EURO;FEN-VAL;Valencia;OL;OL-SN-SI;PN;PN-CC;POZ;POZ-US2;8;22;OT;PORAZ
371;EURO;FEN-VAL;Fenerbahce;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US3;5;15;BOT;POBJEDA
372;EURO;FEN-VAL;Valencia;UL;UL-CL-PO;ON;ON;POZ;POZ-US2;2;4;OA;PORAZ
373;EURO;FEN-VAL;Fenerbahce;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;5;16;P&R;POBJEDA
374;EURO;FEN-VAL;Valencia;OL;OL-SO-SI;TN;TN-P;POZ;POZ-IOP-1/2-ZN-IPL;2;5;TRA;PORAZ
375;EURO;FEN-VAL;Fenerbahce;OL;OL-SO-SL;PN;PN-CC;POZ;POZ-US2;6;18;UR;POBJEDA
376;EURO;FEN-VAL;Valencia;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;6;24;OT;PORAZ
377;EURO;FEN-VAL;Fenerbahce;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-2/2;5;11;LEPK;POBJEDA
378;EURO;FEN-VAL;Valencia;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;6;19;OT;PORAZ
379;EURO;FEN-VAL;Fenerbahce;UL;UL-CL-PO;ON;ON;NEG;NEG-IPL-LI;1;1;OA;POBJEDA
380;EURO;FEN-VAL;Valencia;OL;OL-UL;PN;PN-CC;POZ;POZ-US2;4;21;OT;PORAZ
381;EURO;FEN-VAL;Fenerbahce;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-IOP-NN;1;12;OA;POBJEDA
382;EURO;FEN-VAL;Fenerbahce;UL;UL-BL-PN;ON;ON;POZ;POZ-US2;1;3;OT;POBJEDA
383;EURO;FEN-VAL;Valencia;UL;UL-CL-PO;TN;TN-R;NEG;NEG-NS3-ZNC;1;8;LIPK;PORAZ
384;EURO;FEN-VAL;Valencia;UL;UL-BL-SI;PN;PN-CC;NEG;NEG-NS3-IPL;4;12;BIBL;PORAZ
385;EURO;FEN-VAL;Fenerbahce;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-IPL-LI;1;12;OA;POBJEDA
386;EURO;FEN-VAL;Valencia;OL;OL-UL;PN;PN-CC;NEG;NEG-NS2-IPL;3;19;LIPK;PORAZ
387;EURO;FEN-VAL;Fenerbahce;OL;OL-SO-SI;PN;PN-CC;NEU;NEU-IOP-NN;1;9;OA;POBJEDA
388;EURO;FEN-VAL;Fenerbahce;UL;UL-CL-PN;PN;PN-CC;POZ;POZ-US3;2;8;BOT;POBJEDA
389;EURO;FEN-VAL;Valencia;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-OS-NN;2;9;OA;PORAZ
390;EURO;FEN-VAL;Valencia;UL;UL-BL-PN;ON;ON;NEG;NEG-IPL-LI;1;5;OA;PORAZ
391;EURO;FEN-VAL;Fenerbahce;OL;OL-UL;PN;PN-CC;NEG;NEG-IPL-LI;5;15;OT;POBJEDA
392;EURO;FEN-VAL;Valencia;OL;OL-UL;TN;TN-P;POZ;POZ-US2;3;4;TRA;PORAZ
393;EURO;FEN-VAL;Fenerbahce;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS3-IPL;2;13;P&R;POBJEDA
394;EURO;FEN-VAL;Valencia;OL;OL-SO-SI;TN;TN-S;POZ;POZ-US2;3;9;TRA;PORAZ
395;EURO;FEN-VAL;Fenerbahce;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;5;16;OT;POBJEDA
396;EURO;FEN-VAL;Valencia;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-IOP-NN;2;10;OA;PORAZ
397;EURO;FEN-VAL;Valencia;UL;UL-CL-PN;PN;PN-CC;NEG;NEG-NS2-IPL;3;11;P&R;PORAZ
398;EURO;FEN-VAL;Fenerbahce;OL;OL-SO-SI;PN;PN-CC;NEU;NEU-NS2-ZPL;3;23;LIPK;POBJEDA
399;EURO;FEN-VAL;Fenerbahce;OL;OL-SN-SI;PN;PN-CC;POZ;POZ-US3;2;8;LIPK;POBJEDA
